Entity,Code,Date,total_distributed
Minnesota,,2021-02-05,934400
Minnesota,,2021-02-06,950250
Minnesota,,2021-02-07,950250
Minnesota,,2021-02-08,950250
Minnesota,,2021-02-09,975850
Minnesota,,2021-02-10,1058225
Minnesota,,2021-02-11,1121000
Minnesota,,2021-02-12,1129850
Minnesota,,2021-02-13,1130550
Minnesota,,2021-02-14,1132350
Minnesota,,2021-02-16,1165050
Minnesota,,2021-02-17,1165050
Minnesota,,2021-02-18,1200250
Minnesota,,2021-02-19,1269275
Minnesota,,2021-02-20,1284150
Minnesota,,2021-02-21,1284150
Minnesota,,2021-02-22,1284150
Minnesota,,2021-02-23,1345050
Minnesota,,2021-02-24,1520290
Minnesota,,2021-02-25,1547920
Minnesota,,2021-02-26,1590390
Minnesota,,2021-02-27,1599790
Minnesota,,2021-02-28,1599790
Minnesota,,2021-03-01,1599790
Minnesota,,2021-03-02,1653440
Minnesota,,2021-03-03,1817920
Minnesota,,2021-03-04,1861010
Mississippi,,2021-01-12,212050
Mississippi,,2021-01-13,218825
Mississippi,,2021-01-14,219800
Mississippi,,2021-01-15,233550
Mississippi,,2021-01-19,233550
Mississippi,,2021-01-20,307950
Mississippi,,2021-01-21,334800
Mississippi,,2021-01-22,346400
Mississippi,,2021-01-23,358100
Mississippi,,2021-01-24,358100
Mississippi,,2021-01-25,358100
Mississippi,,2021-01-26,372050
Mississippi,,2021-01-27,396550
Mississippi,,2021-01-28,418050
Mississippi,,2021-01-29,425000
Mississippi,,2021-01-30,425000
Mississippi,,2021-01-31,425000
Mississippi,,2021-02-01,425000
Mississippi,,2021-02-02,438100
Mississippi,,2021-02-03,484850
Mississippi,,2021-02-04,494975
Mississippi,,2021-02-05,495950
Mississippi,,2021-02-06,515450
Mississippi,,2021-02-07,515450
Mississippi,,2021-02-08,515450
Mississippi,,2021-02-09,536625
Mississippi,,2021-02-10,570075
Mississippi,,2021-02-11,601625
Mississippi,,2021-02-12,609025
Mississippi,,2021-02-13,613900
Mississippi,,2021-02-14,614100
Mississippi,,2021-02-16,614100
Mississippi,,2021-02-17,614100
Mississippi,,2021-02-18,616050
Mississippi,,2021-02-19,647825
Mississippi,,2021-02-20,650750
Mississippi,,2021-02-21,650750
Mississippi,,2021-02-22,650750
Mississippi,,2021-02-23,720795
Mississippi,,2021-02-24,767265
Mississippi,,2021-02-25,801035
Mississippi,,2021-02-26,842935
Mississippi,,2021-02-27,869955
Mississippi,,2021-02-28,869955
Mississippi,,2021-03-01,869955
Mississippi,,2021-03-02,898945
Mississippi,,2021-03-03,942435
Mississippi,,2021-03-04,1005145
Missouri,,2021-01-12,485175
Missouri,,2021-01-13,526425
Missouri,,2021-01-14,528300
Missouri,,2021-01-15,528800
Missouri,,2021-01-19,528800
Missouri,,2021-01-20,572125
Missouri,,2021-01-21,621200
Missouri,,2021-01-22,657700
Missouri,,2021-01-23,661400
Missouri,,2021-01-24,661400
Missouri,,2021-01-25,661400
Missouri,,2021-01-26,665300
Missouri,,2021-01-27,750175
Missouri,,2021-01-28,822850
Missouri,,2021-01-29,834700
Missouri,,2021-01-30,835400
Missouri,,2021-01-31,835400
Missouri,,2021-02-01,835400
Missouri,,2021-02-02,824100
Missouri,,2021-02-03,904250
Missouri,,2021-02-04,945850
Missouri,,2021-02-05,957550
Missouri,,2021-02-06,961525
Missouri,,2021-02-07,961525
Missouri,,2021-02-08,961525
Missouri,,2021-02-09,962500
Missouri,,2021-02-10,1021500
Missouri,,2021-02-11,1058775
Missouri,,2021-02-12,1116475
Missouri,,2021-02-13,1129875
Missouri,,2021-02-14,1129975
Missouri,,2021-02-16,1138575
Missouri,,2021-02-17,1138675
Missouri,,2021-02-18,1144775
Missouri,,2021-02-19,1222875
Missouri,,2021-02-20,1275555
Missouri,,2021-02-21,1275555
Missouri,,2021-02-22,1275555
Missouri,,2021-02-23,1315095
Missouri,,2021-02-24,1519205
Missouri,,2021-02-25,1527195
Missouri,,2021-02-26,1670085
Missouri,,2021-02-27,1694635
Missouri,,2021-02-28,1694635
Missouri,,2021-03-01,1694635
Missouri,,2021-03-02,1709605
Missouri,,2021-03-03,1848525
Missouri,,2021-03-04,1900855
Montana,,2021-01-12,78350
Montana,,2021-01-13,89550
Montana,,2021-01-14,98500
Montana,,2021-01-15,98500
Montana,,2021-01-19,98500
Montana,,2021-01-20,111625
Montana,,2021-01-21,112125
Montana,,2021-01-22,119500
Montana,,2021-01-23,119500
Montana,,2021-01-24,119500
Montana,,2021-01-25,119500
Montana,,2021-01-26,119500
Montana,,2021-01-27,133025
Montana,,2021-01-28,138725
Montana,,2021-01-29,141650
Montana,,2021-01-30,141650
Montana,,2021-01-31,141650
Montana,,2021-02-01,141650
Montana,,2021-02-02,141650
Montana,,2021-02-03,157275
Montana,,2021-02-04,163675
Montana,,2021-02-05,163675
Montana,,2021-02-06,163675
Montana,,2021-02-07,163675
Montana,,2021-02-08,163675
Montana,,2021-02-09,164650
Montana,,2021-02-10,192125
Montana,,2021-02-11,192125
Montana,,2021-02-12,194325
Montana,,2021-02-13,199825
Montana,,2021-02-14,199825
Montana,,2021-02-16,207250
Montana,,2021-02-17,207250
Montana,,2021-02-18,208225
Montana,,2021-02-19,250795
Montana,,2021-02-20,259215
Montana,,2021-02-21,259215
Montana,,2021-02-22,259215
Montana,,2021-02-23,260385
Montana,,2021-02-24,301215
Montana,,2021-02-25,306415
Montana,,2021-02-26,319315
Montana,,2021-02-27,341645
Montana,,2021-02-28,341645
Montana,,2021-03-01,341645
Montana,,2021-03-02,342145
Montana,,2021-03-03,370485
Montana,,2021-03-04,387485
Nebraska,,2021-01-12,177375
Nebraska,,2021-01-13,199800
Nebraska,,2021-01-14,199800
Nebraska,,2021-01-15,211500
Nebraska,,2021-01-19,211500
Nebraska,,2021-01-20,237500
Nebraska,,2021-01-21,238000
Nebraska,,2021-01-22,238100
Nebraska,,2021-01-23,238100
Nebraska,,2021-01-24,238100
Nebraska,,2021-01-25,238100
Nebraska,,2021-01-26,238100
Nebraska,,2021-01-27,284275
Nebraska,,2021-01-28,287400
Nebraska,,2021-01-29,288375
Nebraska,,2021-01-30,288375
Nebraska,,2021-01-31,288375
Nebraska,,2021-02-01,288375
Nebraska,,2021-02-02,297375
Nebraska,,2021-02-03,332525
Nebraska,,2021-02-04,344225
Nebraska,,2021-02-05,346175
Nebraska,,2021-02-06,346375
Nebraska,,2021-02-07,346375
Nebraska,,2021-02-08,346375
Nebraska,,2021-02-09,386775
Nebraska,,2021-02-10,398575
Nebraska,,2021-02-11,405600
Nebraska,,2021-02-12,407500
Nebraska,,2021-02-13,407500
Nebraska,,2021-02-14,407500
Nebraska,,2021-02-16,407500
Nebraska,,2021-02-17,427000
Nebraska,,2021-02-18,427000
Nebraska,,2021-02-19,472325
Nebraska,,2021-02-20,482975
Nebraska,,2021-02-21,482975
Nebraska,,2021-02-22,482975
Nebraska,,2021-02-23,514970
Nebraska,,2021-02-24,539590
Nebraska,,2021-02-25,559930
Nebraska,,2021-02-26,582930
Nebraska,,2021-02-27,603210
Nebraska,,2021-02-28,603210
Nebraska,,2021-03-01,603210
Nebraska,,2021-03-02,604380
Nebraska,,2021-03-03,654800
Nebraska,,2021-03-04,665870
Nevada,,2021-01-12,207150
Nevada,,2021-01-13,207150
Nevada,,2021-01-14,210075
Nevada,,2021-01-15,211750
Nevada,,2021-01-19,211750
Nevada,,2021-01-20,276775
Nevada,,2021-01-21,278175
Nevada,,2021-01-22,281100
Nevada,,2021-01-23,286950
Nevada,,2021-01-24,286950
Nevada,,2021-01-25,286950
Nevada,,2021-01-26,338025
Nevada,,2021-01-27,338525
Nevada,,2021-01-28,339500
Nevada,,2021-01-29,339900
Nevada,,2021-01-30,368800
Nevada,,2021-01-31,368800
Nevada,,2021-02-01,368800
Nevada,,2021-02-02,417175
Nevada,,2021-02-03,417875
Nevada,,2021-02-04,424800
Nevada,,2021-02-05,425300
Nevada,,2021-02-06,427800
Nevada,,2021-02-07,427800
Nevada,,2021-02-08,427800
Nevada,,2021-02-09,510200
Nevada,,2021-02-10,521200
Nevada,,2021-02-11,533800
Nevada,,2021-02-12,533800
Nevada,,2021-02-13,533800
Nevada,,2021-02-14,534775
Nevada,,2021-02-16,550375
Nevada,,2021-02-17,593275
Nevada,,2021-02-18,593275
Nevada,,2021-02-19,645250
Nevada,,2021-02-20,646450
Nevada,,2021-02-21,646450
Nevada,,2021-02-22,646450
Nevada,,2021-02-23,719880
Nevada,,2021-02-24,742630
Nevada,,2021-02-25,809180
Nevada,,2021-02-26,858340
Nevada,,2021-02-27,867240
Nevada,,2021-02-28,867240
Nevada,,2021-03-01,867240
Nevada,,2021-03-02,883370
Nevada,,2021-03-03,958450
Nevada,,2021-03-04,984300
New Hampshire,,2021-01-12,122350
New Hampshire,,2021-01-13,124300
New Hampshire,,2021-01-14,127225
New Hampshire,,2021-01-15,127225
New Hampshire,,2021-01-19,127225
New Hampshire,,2021-01-20,145400
New Hampshire,,2021-01-21,155150
New Hampshire,,2021-01-22,162950
New Hampshire,,2021-01-23,162950
New Hampshire,,2021-01-24,162950
New Hampshire,,2021-01-25,162950
New Hampshire,,2021-01-26,180525
New Hampshire,,2021-01-27,190875
New Hampshire,,2021-01-28,200625
New Hampshire,,2021-01-29,203550
New Hampshire,,2021-01-30,217100
New Hampshire,,2021-01-31,217100
New Hampshire,,2021-02-01,217100
New Hampshire,,2021-02-02,226850
New Hampshire,,2021-02-03,235250
New Hampshire,,2021-02-04,244025
New Hampshire,,2021-02-05,245000
New Hampshire,,2021-02-06,257700
New Hampshire,,2021-02-07,257700
New Hampshire,,2021-02-08,257700
New Hampshire,,2021-02-09,267450
New Hampshire,,2021-02-10,277225
New Hampshire,,2021-02-11,298075
New Hampshire,,2021-02-12,298175
New Hampshire,,2021-02-13,311875
New Hampshire,,2021-02-14,311875
New Hampshire,,2021-02-16,321625
New Hampshire,,2021-02-17,321625
New Hampshire,,2021-02-18,321625
New Hampshire,,2021-02-19,328525
New Hampshire,,2021-02-20,328525
New Hampshire,,2021-02-21,328525
New Hampshire,,2021-02-22,328525
New Hampshire,,2021-02-23,344165
New Hampshire,,2021-02-24,383145
New Hampshire,,2021-02-25,396375
New Hampshire,,2021-02-26,398575
New Hampshire,,2021-02-27,412275
New Hampshire,,2021-02-28,412275
New Hampshire,,2021-03-01,412275
New Hampshire,,2021-03-02,437345
New Hampshire,,2021-03-03,454845
New Hampshire,,2021-03-04,466775
New Jersey,,2021-01-12,654900
New Jersey,,2021-01-13,654900
New Jersey,,2021-01-14,658800
New Jersey,,2021-01-15,658800
New Jersey,,2021-01-19,658800
New Jersey,,2021-01-20,898550
New Jersey,,2021-01-21,923300
New Jersey,,2021-01-22,951875
New Jersey,,2021-01-23,989900
New Jersey,,2021-01-24,989900
New Jersey,,2021-01-25,989900
New Jersey,,2021-01-26,1091400
New Jersey,,2021-01-27,1207100
New Jersey,,2021-01-28,1230550
New Jersey,,2021-01-29,1231525
New Jersey,,2021-01-30,1232525
New Jersey,,2021-01-31,1232525
New Jersey,,2021-02-01,1232525
New Jersey,,2021-02-02,1235350
New Jersey,,2021-02-03,1252250
New Jersey,,2021-02-04,1433750
New Jersey,,2021-02-05,1435750
New Jersey,,2021-02-06,1480825
New Jersey,,2021-02-07,1480825
New Jersey,,2021-02-08,1480825
New Jersey,,2021-02-09,1480825
New Jersey,,2021-02-10,1688975
New Jersey,,2021-02-11,1770250
New Jersey,,2021-02-12,1773525
New Jersey,,2021-02-13,1775575
New Jersey,,2021-02-14,1776775
New Jersey,,2021-02-16,1790200
New Jersey,,2021-02-17,1790200
New Jersey,,2021-02-18,1790200
New Jersey,,2021-02-19,1809900
New Jersey,,2021-02-20,1809900
New Jersey,,2021-02-21,1917150
New Jersey,,2021-02-22,1917150
New Jersey,,2021-02-23,2114690
New Jersey,,2021-02-24,2297580
New Jersey,,2021-02-25,2476620
New Jersey,,2021-02-26,2479720
New Jersey,,2021-02-27,2508320
New Jersey,,2021-02-28,2508320
New Jersey,,2021-03-01,2508320
New Jersey,,2021-03-02,2618060
New Jersey,,2021-03-03,2780910
New Jersey,,2021-03-04,2783610
New Mexico,,2021-01-12,177075
New Mexico,,2021-01-13,199525
New Mexico,,2021-01-14,204750
New Mexico,,2021-01-15,204750
New Mexico,,2021-01-19,204750
New Mexico,,2021-01-20,225850
New Mexico,,2021-01-21,237725
New Mexico,,2021-01-22,248300
New Mexico,,2021-01-23,257075
New Mexico,,2021-01-24,257075
New Mexico,,2021-01-25,257075
New Mexico,,2021-01-26,270725
New Mexico,,2021-01-27,303625
New Mexico,,2021-01-28,314750
New Mexico,,2021-01-29,317800
New Mexico,,2021-01-30,317900
New Mexico,,2021-01-31,317900
New Mexico,,2021-02-01,317900
New Mexico,,2021-02-02,351050
New Mexico,,2021-02-03,356150
New Mexico,,2021-02-04,364775
New Mexico,,2021-02-05,364875
New Mexico,,2021-02-06,364875
New Mexico,,2021-02-07,364875
New Mexico,,2021-02-08,364875
New Mexico,,2021-02-09,405500
New Mexico,,2021-02-10,411350
New Mexico,,2021-02-11,428675
New Mexico,,2021-02-12,429950
New Mexico,,2021-02-13,429950
New Mexico,,2021-02-14,429950
New Mexico,,2021-02-16,448500
New Mexico,,2021-02-17,454350
New Mexico,,2021-02-18,454450
New Mexico,,2021-02-19,599575
New Mexico,,2021-02-20,605885
New Mexico,,2021-02-21,605885
New Mexico,,2021-02-22,605885
New Mexico,,2021-02-23,660415
New Mexico,,2021-02-24,680475
New Mexico,,2021-02-25,705015
New Mexico,,2021-02-26,736165
New Mexico,,2021-02-27,738705
New Mexico,,2021-02-28,738705
New Mexico,,2021-03-01,738705
New Mexico,,2021-03-02,800425
New Mexico,,2021-03-03,821845
New Mexico,,2021-03-04,862495
New York State,,2021-01-12,1622100
New York State,,2021-01-13,1796850
New York State,,2021-01-14,1872625
New York State,,2021-01-15,1884325
New York State,,2021-01-19,1884325
New York State,,2021-01-20,2057875
New York State,,2021-01-21,2213975
New York State,,2021-01-22,2367075
New York State,,2021-01-23,2395950
New York State,,2021-01-24,2395950
New York State,,2021-01-25,2395950
New York State,,2021-01-26,2401900
New York State,,2021-01-27,2744450
New York State,,2021-01-28,2812625
New York State,,2021-01-29,2823575
New York State,,2021-01-30,2932775
New York State,,2021-01-31,2932775
New York State,,2021-02-01,2932775
New York State,,2021-02-02,2987075
New York State,,2021-02-03,3241250
New York State,,2021-02-04,3377325
New York State,,2021-02-05,3378300
New York State,,2021-02-06,3378300
New York State,,2021-02-07,3378300
New York State,,2021-02-08,3378300
New York State,,2021-02-09,3428000
New York State,,2021-02-10,3731300
New York State,,2021-02-11,3843300
New York State,,2021-02-12,3870175
New York State,,2021-02-13,3941225
New York State,,2021-02-14,3969050
New York State,,2021-02-16,3993825
New York State,,2021-02-17,4018450
New York State,,2021-02-18,4022525
New York State,,2021-02-19,4165325
New York State,,2021-02-20,4165325
New York State,,2021-02-21,4171175
New York State,,2021-02-22,4171175
New York State,,2021-02-23,4836200
New York State,,2021-02-24,5349415
New York State,,2021-02-25,5514665
New York State,,2021-02-26,5627205
New York State,,2021-02-27,5757205
New York State,,2021-02-28,5757205
New York State,,2021-03-01,5757205
New York State,,2021-03-02,5987175
New York State,,2021-03-03,6443525
New York State,,2021-03-04,6565865
North Carolina,,2021-01-12,836450
North Carolina,,2021-01-13,852000
North Carolina,,2021-01-14,969700
North Carolina,,2021-01-15,999650
North Carolina,,2021-01-19,999650
North Carolina,,2021-01-20,1118250
North Carolina,,2021-01-21,1157100
North Carolina,,2021-01-22,1192375
North Carolina,,2021-01-23,1246600
North Carolina,,2021-01-24,1246600
North Carolina,,2021-01-25,1246600
North Carolina,,2021-01-26,1250900
North Carolina,,2021-01-27,1397275
North Carolina,,2021-01-28,1399775
North Carolina,,2021-01-29,1400375
North Carolina,,2021-01-30,1423475
North Carolina,,2021-01-31,1423475
North Carolina,,2021-02-01,1423475
North Carolina,,2021-02-02,1490350
North Carolina,,2021-02-03,1643800
North Carolina,,2021-02-04,1715675
North Carolina,,2021-02-05,1718275
North Carolina,,2021-02-06,1718275
North Carolina,,2021-02-07,1718275
North Carolina,,2021-02-08,1718275
North Carolina,,2021-02-09,1722275
North Carolina,,2021-02-10,1831875
North Carolina,,2021-02-11,1938075
North Carolina,,2021-02-12,1985050
North Carolina,,2021-02-13,2047050
North Carolina,,2021-02-14,2067725
North Carolina,,2021-02-16,2074400
North Carolina,,2021-02-17,2075375
North Carolina,,2021-02-18,2119250
North Carolina,,2021-02-19,2293000
North Carolina,,2021-02-20,2363200
North Carolina,,2021-02-21,2363200
North Carolina,,2021-02-22,2363200
North Carolina,,2021-02-23,2591415
North Carolina,,2021-02-24,2770825
North Carolina,,2021-02-25,2809745
North Carolina,,2021-02-26,2906485
North Carolina,,2021-02-27,2985475
North Carolina,,2021-02-28,2985475
North Carolina,,2021-03-01,2985475
North Carolina,,2021-03-02,3028055
North Carolina,,2021-03-03,3278075
North Carolina,,2021-03-04,3301865
North Dakota,,2021-01-12,53525
North Dakota,,2021-01-13,66725
North Dakota,,2021-01-14,68675
North Dakota,,2021-01-15,68675
North Dakota,,2021-01-19,68675
North Dakota,,2021-01-20,78150
North Dakota,,2021-01-21,82850
North Dakota,,2021-01-22,86750
North Dakota,,2021-01-23,86750
North Dakota,,2021-01-24,86750
North Dakota,,2021-01-25,86750
North Dakota,,2021-01-26,86750
North Dakota,,2021-01-27,96425
North Dakota,,2021-01-28,105900
North Dakota,,2021-01-29,106875
North Dakota,,2021-01-30,108050
North Dakota,,2021-01-31,108050
North Dakota,,2021-02-01,108050
North Dakota,,2021-02-02,122050
North Dakota,,2021-02-03,122150
North Dakota,,2021-02-04,131625
North Dakota,,2021-02-05,131625
North Dakota,,2021-02-06,131625
North Dakota,,2021-02-07,131625
North Dakota,,2021-02-08,131625
North Dakota,,2021-02-09,143400
North Dakota,,2021-02-10,143400
North Dakota,,2021-02-11,155375
North Dakota,,2021-02-12,155375
North Dakota,,2021-02-13,155375
North Dakota,,2021-02-14,155375
North Dakota,,2021-02-16,162175
North Dakota,,2021-02-17,163150
North Dakota,,2021-02-18,163150
North Dakota,,2021-02-19,192100
North Dakota,,2021-02-20,198650
North Dakota,,2021-02-21,198650
North Dakota,,2021-02-22,198650
North Dakota,,2021-02-23,217480
North Dakota,,2021-02-24,233550
North Dakota,,2021-02-25,241100
North Dakota,,2021-02-26,245200
North Dakota,,2021-02-27,246570
North Dakota,,2021-02-28,246570
North Dakota,,2021-03-01,246570
North Dakota,,2021-03-02,266470
North Dakota,,2021-03-03,269610
North Dakota,,2021-03-04,289160
Northern Mariana Islands,MNP,2021-01-12,18650
Northern Mariana Islands,MNP,2021-01-13,18650
Northern Mariana Islands,MNP,2021-01-14,18650
Northern Mariana Islands,MNP,2021-01-15,18650
Northern Mariana Islands,MNP,2021-01-19,18650
Northern Mariana Islands,MNP,2021-01-20,18650
Northern Mariana Islands,MNP,2021-01-21,18650
Northern Mariana Islands,MNP,2021-01-22,18650
Northern Mariana Islands,MNP,2021-01-23,18650
Northern Mariana Islands,MNP,2021-01-24,18650
Northern Mariana Islands,MNP,2021-01-25,18650
Northern Mariana Islands,MNP,2021-01-26,18650
Northern Mariana Islands,MNP,2021-01-27,18650
Northern Mariana Islands,MNP,2021-01-28,18650
Northern Mariana Islands,MNP,2021-01-29,18650
Northern Mariana Islands,MNP,2021-01-30,18650
Northern Mariana Islands,MNP,2021-01-31,18650
Northern Mariana Islands,MNP,2021-02-01,21850
Northern Mariana Islands,MNP,2021-02-02,29650
Northern Mariana Islands,MNP,2021-02-03,29650
Northern Mariana Islands,MNP,2021-02-04,29650
Northern Mariana Islands,MNP,2021-02-05,29650
Northern Mariana Islands,MNP,2021-02-06,29650
Northern Mariana Islands,MNP,2021-02-07,29650
Northern Mariana Islands,MNP,2021-02-08,29650
Northern Mariana Islands,MNP,2021-02-09,29650
Northern Mariana Islands,MNP,2021-02-10,29650
Northern Mariana Islands,MNP,2021-02-11,29650
Northern Mariana Islands,MNP,2021-02-12,29650
Northern Mariana Islands,MNP,2021-02-13,29650
Northern Mariana Islands,MNP,2021-02-14,29650
Northern Mariana Islands,MNP,2021-02-16,29650
Northern Mariana Islands,MNP,2021-02-17,29650
Northern Mariana Islands,MNP,2021-02-18,29650
Northern Mariana Islands,MNP,2021-02-19,29650
Northern Mariana Islands,MNP,2021-02-20,29650
Northern Mariana Islands,MNP,2021-02-21,29650
Northern Mariana Islands,MNP,2021-02-22,29650
Northern Mariana Islands,MNP,2021-02-23,29650
Northern Mariana Islands,MNP,2021-02-24,29650
Northern Mariana Islands,MNP,2021-02-25,29650
Northern Mariana Islands,MNP,2021-02-26,29650
Northern Mariana Islands,MNP,2021-02-27,29650
Northern Mariana Islands,MNP,2021-02-28,29650
Northern Mariana Islands,MNP,2021-03-01,29650
Northern Mariana Islands,MNP,2021-03-02,43610
Northern Mariana Islands,MNP,2021-03-03,43610
Northern Mariana Islands,MNP,2021-03-04,43610
Ohio,,2021-01-12,866050
Ohio,,2021-01-13,957700
Ohio,,2021-01-14,967450
Ohio,,2021-01-15,968250
Ohio,,2021-01-19,968250
Ohio,,2021-01-20,1119175
Ohio,,2021-01-21,1122300
Ohio,,2021-01-22,1222225
Ohio,,2021-01-23,1233075
Ohio,,2021-01-24,1233075
Ohio,,2021-01-25,1233075
Ohio,,2021-01-26,1406950
Ohio,,2021-01-27,1507000
Ohio,,2021-01-28,1532450
Ohio,,2021-01-29,1553900
Ohio,,2021-01-30,1553900
Ohio,,2021-01-31,1553900
Ohio,,2021-02-01,1553900
Ohio,,2021-02-02,1717875
Ohio,,2021-02-03,1812025
Ohio,,2021-02-04,1899800
Ohio,,2021-02-05,1901750
Ohio,,2021-02-06,1901750
Ohio,,2021-02-07,1901750
Ohio,,2021-02-08,1901750
Ohio,,2021-02-09,2070625
Ohio,,2021-02-10,2151175
Ohio,,2021-02-11,2293650
Ohio,,2021-02-12,2293650
Ohio,,2021-02-13,2315100
Ohio,,2021-02-14,2315100
Ohio,,2021-02-16,2350375
Ohio,,2021-02-17,2373775
Ohio,,2021-02-18,2402050
Ohio,,2021-02-19,2504150
Ohio,,2021-02-20,2504150
Ohio,,2021-02-21,2518775
Ohio,,2021-02-22,2518775
Ohio,,2021-02-23,2963035
Ohio,,2021-02-24,3030705
Ohio,,2021-02-25,3238385
Ohio,,2021-02-26,3282255
Ohio,,2021-02-27,3301865
Ohio,,2021-02-28,3301865
Ohio,,2021-03-01,3301865
Ohio,,2021-03-02,3573485
Ohio,,2021-03-03,3686255
Ohio,,2021-03-04,3817675
Oklahoma,,2021-01-12,381375
Oklahoma,,2021-01-13,396975
Oklahoma,,2021-01-14,399900
Oklahoma,,2021-01-15,424000
Oklahoma,,2021-01-19,424000
Oklahoma,,2021-01-20,455275
Oklahoma,,2021-01-21,490500
Oklahoma,,2021-01-22,496350
Oklahoma,,2021-01-23,496350
Oklahoma,,2021-01-24,496350
Oklahoma,,2021-01-25,496350
Oklahoma,,2021-01-26,530675
Oklahoma,,2021-01-27,569575
Oklahoma,,2021-01-28,592975
Oklahoma,,2021-01-29,594925
Oklahoma,,2021-01-30,594925
Oklahoma,,2021-01-31,594925
Oklahoma,,2021-02-01,594925
Oklahoma,,2021-02-02,616775
Oklahoma,,2021-02-03,675850
Oklahoma,,2021-02-04,700225
Oklahoma,,2021-02-05,700225
Oklahoma,,2021-02-06,734625
Oklahoma,,2021-02-07,734625
Oklahoma,,2021-02-08,734625
Oklahoma,,2021-02-09,750525
Oklahoma,,2021-02-10,779400
Oklahoma,,2021-02-11,815475
Oklahoma,,2021-02-12,815675
Oklahoma,,2021-02-13,815675
Oklahoma,,2021-02-14,816650
Oklahoma,,2021-02-16,816650
Oklahoma,,2021-02-17,816650
Oklahoma,,2021-02-18,816650
Oklahoma,,2021-02-19,1061775
Oklahoma,,2021-02-20,1061775
Oklahoma,,2021-02-21,1061775
Oklahoma,,2021-02-22,1061775
Oklahoma,,2021-02-23,1173350
Oklahoma,,2021-02-24,1271050
Oklahoma,,2021-02-25,1334690
Oklahoma,,2021-02-26,1385540
Oklahoma,,2021-02-27,1399890
Oklahoma,,2021-02-28,1399890
Oklahoma,,2021-03-01,1399890
Oklahoma,,2021-03-02,1408880
Oklahoma,,2021-03-03,1551080
Oklahoma,,2021-03-04,1635550
Oregon,,2021-01-12,321425
Oregon,,2021-01-13,325325
Oregon,,2021-01-14,335075
Oregon,,2021-01-15,335075
Oregon,,2021-01-19,335075
Oregon,,2021-01-20,431450
Oregon,,2021-01-21,479325
Oregon,,2021-01-22,487700
Oregon,,2021-01-23,492450
Oregon,,2021-01-24,492450
Oregon,,2021-01-25,492450
Oregon,,2021-01-26,589200
Oregon,,2021-01-27,599900
Oregon,,2021-01-28,606725
Oregon,,2021-01-29,614525
Oregon,,2021-01-30,665325
Oregon,,2021-01-31,665325
Oregon,,2021-02-01,665325
Oregon,,2021-02-02,684000
Oregon,,2021-02-03,706575
Oregon,,2021-02-04,706575
Oregon,,2021-02-05,733875
Oregon,,2021-02-06,734950
Oregon,,2021-02-07,734950
Oregon,,2021-02-08,734950
Oregon,,2021-02-09,801125
Oregon,,2021-02-10,831350
Oregon,,2021-02-11,840475
Oregon,,2021-02-12,840575
Oregon,,2021-02-13,841550
Oregon,,2021-02-14,841550
Oregon,,2021-02-16,862025
Oregon,,2021-02-17,878600
Oregon,,2021-02-18,878600
Oregon,,2021-02-19,922300
Oregon,,2021-02-20,924575
Oregon,,2021-02-21,924575
Oregon,,2021-02-22,924575
Oregon,,2021-02-23,1092385
Oregon,,2021-02-24,1133695
Oregon,,2021-02-25,1170595
Oregon,,2021-02-26,1177945
Oregon,,2021-02-27,1241415
Oregon,,2021-02-28,1241415
Oregon,,2021-03-01,1241415
Oregon,,2021-03-02,1293095
Oregon,,2021-03-03,1335165
Oregon,,2021-03-04,1363665
Pennsylvania,,2021-01-12,974725
Pennsylvania,,2021-01-13,1017475
Pennsylvania,,2021-01-14,1065300
Pennsylvania,,2021-01-15,1075350
Pennsylvania,,2021-01-19,1075350
Pennsylvania,,2021-01-20,1223250
Pennsylvania,,2021-01-21,1344375
Pennsylvania,,2021-01-22,1465850
Pennsylvania,,2021-01-23,1564125
Pennsylvania,,2021-01-24,1564125
Pennsylvania,,2021-01-25,1564125
Pennsylvania,,2021-01-26,1636675
Pennsylvania,,2021-01-27,1817925
Pennsylvania,,2021-01-28,1915350
Pennsylvania,,2021-01-29,1973775
Pennsylvania,,2021-01-30,1976925
Pennsylvania,,2021-01-31,1976925
Pennsylvania,,2021-02-01,1976925
Pennsylvania,,2021-02-02,1987200
Pennsylvania,,2021-02-03,2143150
Pennsylvania,,2021-02-04,2203850
Pennsylvania,,2021-02-05,2292500
Pennsylvania,,2021-02-06,2292500
Pennsylvania,,2021-02-07,2292500
Pennsylvania,,2021-02-08,2292500
Pennsylvania,,2021-02-09,2322875
Pennsylvania,,2021-02-10,2437975
Pennsylvania,,2021-02-11,2540475
Pennsylvania,,2021-02-12,2592850
Pennsylvania,,2021-02-13,2682600
Pennsylvania,,2021-02-14,2689425
Pennsylvania,,2021-02-16,2711550
Pennsylvania,,2021-02-17,2717400
Pennsylvania,,2021-02-18,2731050
Pennsylvania,,2021-02-19,2989725
Pennsylvania,,2021-02-20,2989725
Pennsylvania,,2021-02-21,2989725
Pennsylvania,,2021-02-22,2989725
Pennsylvania,,2021-02-23,3268605
Pennsylvania,,2021-02-24,3493465
Pennsylvania,,2021-02-25,3647105
Pennsylvania,,2021-02-26,3806965
Pennsylvania,,2021-02-27,3915545
Pennsylvania,,2021-02-28,3915545
Pennsylvania,,2021-03-01,3915545
Pennsylvania,,2021-03-02,4025115
Pennsylvania,,2021-03-03,4280055
