Entity,Code,Date,people_fully_vaccinated_per_hundred
District of Columbia,,2021-02-24,8.04
District of Columbia,,2021-02-25,8.25
District of Columbia,,2021-02-26,8.44
District of Columbia,,2021-02-27,9.03
District of Columbia,,2021-02-28,9.42
District of Columbia,,2021-03-01,9.69
District of Columbia,,2021-03-02,9.77
District of Columbia,,2021-03-03,9.93
District of Columbia,,2021-03-04,10.14
District of Columbia,,2021-03-05,10.38
District of Columbia,,2021-03-06,11.21
Federated States of Micronesia,,2021-01-15,0
Federated States of Micronesia,,2021-01-19,0
Federated States of Micronesia,,2021-01-20,0
Federated States of Micronesia,,2021-01-21,0
Federated States of Micronesia,,2021-01-22,0
Federated States of Micronesia,,2021-01-23,0
Federated States of Micronesia,,2021-01-24,0
Federated States of Micronesia,,2021-01-25,0
Federated States of Micronesia,,2021-01-26,0
Federated States of Micronesia,,2021-01-27,0
Federated States of Micronesia,,2021-01-28,0
Federated States of Micronesia,,2021-01-29,0
Federated States of Micronesia,,2021-01-30,0
Federated States of Micronesia,,2021-01-31,0
Federated States of Micronesia,,2021-02-01,0.01
Federated States of Micronesia,,2021-02-02,0.02
Federated States of Micronesia,,2021-02-03,0.02
Federated States of Micronesia,,2021-02-04,0.02
Federated States of Micronesia,,2021-02-05,0.03
Federated States of Micronesia,,2021-02-06,0.08
Federated States of Micronesia,,2021-02-07,0.08
Federated States of Micronesia,,2021-02-08,0.11
Federated States of Micronesia,,2021-02-09,0.14
Federated States of Micronesia,,2021-02-10,0.24
Federated States of Micronesia,,2021-02-11,0.33
Federated States of Micronesia,,2021-02-12,0.44
Federated States of Micronesia,,2021-02-13,0.74
Federated States of Micronesia,,2021-02-14,0.86
Federated States of Micronesia,,2021-02-16,1.08
Federated States of Micronesia,,2021-02-17,1.4
Federated States of Micronesia,,2021-02-18,1.7
Federated States of Micronesia,,2021-02-19,2
Federated States of Micronesia,,2021-02-20,2
Federated States of Micronesia,,2021-02-21,2.34
Federated States of Micronesia,,2021-02-22,2.34
Federated States of Micronesia,,2021-02-23,2.34
Federated States of Micronesia,,2021-02-24,2.74
Federated States of Micronesia,,2021-02-25,2.91
Federated States of Micronesia,,2021-02-26,3.29
Federated States of Micronesia,,2021-02-27,3.6
Federated States of Micronesia,,2021-02-28,3.96
Federated States of Micronesia,,2021-03-01,4.25
Federated States of Micronesia,,2021-03-02,4.75
Federated States of Micronesia,,2021-03-03,5.13
Federated States of Micronesia,,2021-03-04,5.46
Federated States of Micronesia,,2021-03-05,5.77
Federated States of Micronesia,,2021-03-06,6.12
Florida,,2021-01-12,0.19
Florida,,2021-01-13,0.25
Florida,,2021-01-15,0.35
Florida,,2021-01-19,0.48
Florida,,2021-01-20,0.52
Florida,,2021-01-21,0.52
Florida,,2021-01-22,0.58
Florida,,2021-01-23,0.71
Florida,,2021-01-24,0.73
Florida,,2021-01-25,0.73
Florida,,2021-01-26,0.74
Florida,,2021-01-27,0.82
Florida,,2021-01-28,0.95
Florida,,2021-01-29,1.1
Florida,,2021-01-30,1.28
Florida,,2021-01-31,1.39
Florida,,2021-02-01,1.47
Florida,,2021-02-02,1.53
Florida,,2021-02-03,1.74
Florida,,2021-02-04,1.97
Florida,,2021-02-05,2.05
Florida,,2021-02-06,2.38
Florida,,2021-02-07,2.93
Florida,,2021-02-08,2.93
Florida,,2021-02-09,3.23
Florida,,2021-02-10,3.52
Florida,,2021-02-11,3.83
Florida,,2021-02-12,4.48
Florida,,2021-02-13,4.79
Florida,,2021-02-14,5.04
Florida,,2021-02-16,5.28
Florida,,2021-02-17,5.5
Florida,,2021-02-18,5.74
Florida,,2021-02-19,6.42
Florida,,2021-02-20,6.44
Florida,,2021-02-21,6.9
Florida,,2021-02-22,6.9
Florida,,2021-02-23,6.95
Florida,,2021-02-24,7.15
Florida,,2021-02-25,7.41
Florida,,2021-02-26,7.64
Florida,,2021-02-27,7.89
Florida,,2021-02-28,8.32
Florida,,2021-03-01,8.32
Florida,,2021-03-02,8.38
Florida,,2021-03-03,8.54
Florida,,2021-03-04,8.78
Florida,,2021-03-05,8.99
Florida,,2021-03-06,9.34
Georgia,GEO,2021-01-12,0.07
Georgia,GEO,2021-01-13,0.08
Georgia,GEO,2021-01-15,0.21
Georgia,GEO,2021-01-19,0.27
Georgia,GEO,2021-01-20,0.33
Georgia,GEO,2021-01-21,0.38
Georgia,GEO,2021-01-22,0.56
Georgia,GEO,2021-01-23,0.56
Georgia,GEO,2021-01-24,0.56
Georgia,GEO,2021-01-25,0.56
Georgia,GEO,2021-01-26,0.61
Georgia,GEO,2021-01-27,0.71
Georgia,GEO,2021-01-28,0.84
Georgia,GEO,2021-01-29,0.94
Georgia,GEO,2021-01-30,1.03
Georgia,GEO,2021-01-31,1.13
Georgia,GEO,2021-02-01,1.18
Georgia,GEO,2021-02-02,1.22
Georgia,GEO,2021-02-03,1.33
Georgia,GEO,2021-02-04,1.44
Georgia,GEO,2021-02-05,1.59
Georgia,GEO,2021-02-06,1.78
Georgia,GEO,2021-02-07,1.98
Georgia,GEO,2021-02-08,2.07
Georgia,GEO,2021-02-09,2.15
Georgia,GEO,2021-02-10,2.37
Georgia,GEO,2021-02-11,2.63
Georgia,GEO,2021-02-12,2.63
Georgia,GEO,2021-02-13,2.96
Georgia,GEO,2021-02-14,3.58
Georgia,GEO,2021-02-16,3.79
Georgia,GEO,2021-02-17,3.79
Georgia,GEO,2021-02-18,4.36
Georgia,GEO,2021-02-19,4.97
Georgia,GEO,2021-02-20,5.35
Georgia,GEO,2021-02-21,5.74
Georgia,GEO,2021-02-22,5.88
Georgia,GEO,2021-02-23,5.92
Georgia,GEO,2021-02-24,6.15
Georgia,GEO,2021-02-25,6.39
Georgia,GEO,2021-02-26,6.69
Georgia,GEO,2021-02-27,7.02
Georgia,GEO,2021-02-28,7.04
Georgia,GEO,2021-03-01,7.04
Georgia,GEO,2021-03-02,7.07
Georgia,GEO,2021-03-03,7.35
Georgia,GEO,2021-03-04,7.63
Georgia,GEO,2021-03-05,7.98
Georgia,GEO,2021-03-06,8.22
Guam,GUM,2021-01-26,2.29
Guam,GUM,2021-01-27,2.33
Guam,GUM,2021-01-28,2.39
Guam,GUM,2021-01-29,2.63
Guam,GUM,2021-01-30,2.71
Guam,GUM,2021-01-31,2.71
Guam,GUM,2021-02-01,2.86
Guam,GUM,2021-02-02,2.98
Guam,GUM,2021-02-03,3.08
Guam,GUM,2021-02-04,3.08
Guam,GUM,2021-02-05,3.21
Guam,GUM,2021-02-06,3.37
Guam,GUM,2021-02-07,3.51
Guam,GUM,2021-02-08,3.52
Guam,GUM,2021-02-09,3.78
Guam,GUM,2021-02-10,4.15
Guam,GUM,2021-02-11,4.65
Guam,GUM,2021-02-12,5.4
Guam,GUM,2021-02-13,6.1
Guam,GUM,2021-02-14,6.45
Guam,GUM,2021-02-16,6.8
Guam,GUM,2021-02-17,7.39
Guam,GUM,2021-02-18,8.03
Guam,GUM,2021-02-19,9.14
Guam,GUM,2021-02-20,9.72
Guam,GUM,2021-02-21,9.72
Guam,GUM,2021-02-22,10.17
Guam,GUM,2021-02-23,10.46
Guam,GUM,2021-02-24,10.84
Guam,GUM,2021-02-25,11.23
Guam,GUM,2021-02-26,11.24
Guam,GUM,2021-02-27,11.79
Guam,GUM,2021-02-28,12.2
Guam,GUM,2021-03-01,12.23
Guam,GUM,2021-03-02,12.29
Guam,GUM,2021-03-03,12.3
Guam,GUM,2021-03-04,12.48
Guam,GUM,2021-03-05,12.56
Guam,GUM,2021-03-06,12.58
Hawaii,,2021-01-15,0.51
Hawaii,,2021-01-19,0.8
Hawaii,,2021-01-20,0.98
Hawaii,,2021-01-21,1.14
Hawaii,,2021-01-22,1.19
Hawaii,,2021-01-23,1.19
Hawaii,,2021-01-24,1.19
Hawaii,,2021-01-25,1.26
Hawaii,,2021-01-26,1.27
Hawaii,,2021-01-27,1.31
Hawaii,,2021-01-28,1.4
Hawaii,,2021-01-29,1.54
Hawaii,,2021-01-30,1.68
Hawaii,,2021-01-31,1.83
Hawaii,,2021-02-01,1.91
Hawaii,,2021-02-02,1.92
Hawaii,,2021-02-03,2
Hawaii,,2021-02-04,2.16
Hawaii,,2021-02-05,2.38
Hawaii,,2021-02-06,2.62
Hawaii,,2021-02-07,2.86
Hawaii,,2021-02-08,3
Hawaii,,2021-02-09,3
Hawaii,,2021-02-10,3
Hawaii,,2021-02-11,3.53
Hawaii,,2021-02-12,3.81
Hawaii,,2021-02-13,4.11
Hawaii,,2021-02-14,4.4
Hawaii,,2021-02-16,4.85
Hawaii,,2021-02-17,4.93
Hawaii,,2021-02-18,5.17
Hawaii,,2021-02-19,6.42
Hawaii,,2021-02-20,6.85
Hawaii,,2021-02-21,7.26
Hawaii,,2021-02-22,7.58
Hawaii,,2021-02-23,7.66
Hawaii,,2021-02-24,7.94
Hawaii,,2021-02-25,8.26
Hawaii,,2021-02-26,8.65
Hawaii,,2021-02-27,9.12
Hawaii,,2021-02-28,9.62
Hawaii,,2021-03-01,9.92
Hawaii,,2021-03-02,10.09
Hawaii,,2021-03-03,10.38
Hawaii,,2021-03-04,10.85
Hawaii,,2021-03-05,11.21
Hawaii,,2021-03-06,11.63
Idaho,,2021-01-12,0.24
Idaho,,2021-01-13,0.32
Idaho,,2021-01-15,0.5
Idaho,,2021-01-19,0.57
Idaho,,2021-01-20,0.6
Idaho,,2021-01-21,0.66
Idaho,,2021-01-22,0.73
Idaho,,2021-01-23,0.77
Idaho,,2021-01-24,0.79
Idaho,,2021-01-25,0.81
Idaho,,2021-01-26,0.82
Idaho,,2021-01-27,0.86
Idaho,,2021-01-28,0.94
Idaho,,2021-01-29,1.06
Idaho,,2021-01-30,1.13
Idaho,,2021-01-31,1.21
Idaho,,2021-02-01,1.26
Idaho,,2021-02-02,1.27
Idaho,,2021-02-03,1.35
Idaho,,2021-02-04,1.47
Idaho,,2021-02-05,1.62
Idaho,,2021-02-06,1.79
Idaho,,2021-02-07,1.92
Idaho,,2021-02-08,2.01
Idaho,,2021-02-09,2.07
Idaho,,2021-02-10,2.22
Idaho,,2021-02-11,2.42
Idaho,,2021-02-12,2.42
Idaho,,2021-02-13,2.6
Idaho,,2021-02-14,3.17
Idaho,,2021-02-16,3.62
Idaho,,2021-02-17,3.79
Idaho,,2021-02-18,4
Idaho,,2021-02-19,4.56
Idaho,,2021-02-20,4.79
Idaho,,2021-02-21,5.16
Idaho,,2021-02-22,5.45
Idaho,,2021-02-23,5.57
Idaho,,2021-02-24,5.77
Idaho,,2021-02-25,6.12
Idaho,,2021-02-26,6.42
Idaho,,2021-02-27,6.7
Idaho,,2021-02-28,7.06
Idaho,,2021-03-01,7.35
Idaho,,2021-03-02,7.49
Idaho,,2021-03-03,7.76
Idaho,,2021-03-04,8.02
Idaho,,2021-03-05,8.4
Idaho,,2021-03-06,8.82
Illinois,,2021-01-12,0.5
Illinois,,2021-01-13,0.58
Illinois,,2021-01-15,0.72
Illinois,,2021-01-19,0.82
Illinois,,2021-01-20,0.85
Illinois,,2021-01-21,0.88
Illinois,,2021-01-22,0.95
Illinois,,2021-01-23,1.02
Illinois,,2021-01-24,1.07
Illinois,,2021-01-25,1.08
Illinois,,2021-01-26,1.11
Illinois,,2021-01-27,1.17
Illinois,,2021-01-28,1.28
Illinois,,2021-01-29,1.43
Illinois,,2021-01-30,1.56
Illinois,,2021-01-31,1.67
Illinois,,2021-02-01,1.73
Illinois,,2021-02-02,1.76
Illinois,,2021-02-03,1.82
Illinois,,2021-02-04,1.96
Illinois,,2021-02-05,2.05
Illinois,,2021-02-06,2.17
Illinois,,2021-02-07,2.28
Illinois,,2021-02-08,2.36
Illinois,,2021-02-09,2.39
Illinois,,2021-02-10,2.48
Illinois,,2021-02-11,2.6
Illinois,,2021-02-12,2.75
Illinois,,2021-02-13,2.97
Illinois,,2021-02-14,3.16
Illinois,,2021-02-16,3.34
Illinois,,2021-02-17,3.4
Illinois,,2021-02-18,3.52
Illinois,,2021-02-19,3.89
Illinois,,2021-02-20,4.16
Illinois,,2021-02-21,4.42
Illinois,,2021-02-22,4.47
Illinois,,2021-02-23,4.67
Illinois,,2021-02-24,4.82
Illinois,,2021-02-25,5.05
Illinois,,2021-02-26,5.45
Illinois,,2021-02-27,5.88
Illinois,,2021-02-28,6.26
Illinois,,2021-03-01,6.58
Illinois,,2021-03-02,6.75
Illinois,,2021-03-03,6.98
Illinois,,2021-03-04,7.31
Illinois,,2021-03-05,7.67
Illinois,,2021-03-06,8.18
Indian Health Svc,,2021-02-17,5.04
Indian Health Svc,,2021-02-18,5.21
Indian Health Svc,,2021-02-19,5.2
Indian Health Svc,,2021-02-20,5.31
Indian Health Svc,,2021-02-21,5.53
Indian Health Svc,,2021-02-22,5.84
Indian Health Svc,,2021-02-23,6.06
Indian Health Svc,,2021-02-24,6.31
Indian Health Svc,,2021-02-25,6.71
Indian Health Svc,,2021-02-26,7.31
Indian Health Svc,,2021-02-27,7.74
Indian Health Svc,,2021-02-28,8.02
Indian Health Svc,,2021-03-01,8.38
Indian Health Svc,,2021-03-02,8.6
Indian Health Svc,,2021-03-03,8.84
Indian Health Svc,,2021-03-04,9.13
Indian Health Svc,,2021-03-05,9.51
Indian Health Svc,,2021-03-06,10.04
Indiana,,2021-01-12,0.35
Indiana,,2021-01-13,0.48
Indiana,,2021-01-15,0.56
Indiana,,2021-01-19,0.76
Indiana,,2021-01-20,0.87
Indiana,,2021-01-21,0.99
Indiana,,2021-01-22,1.1
Indiana,,2021-01-23,1.16
Indiana,,2021-01-24,1.16
Indiana,,2021-01-25,1.24
Indiana,,2021-01-26,1.26
Indiana,,2021-01-27,1.36
Indiana,,2021-01-28,1.45
Indiana,,2021-01-29,1.56
Indiana,,2021-01-30,1.65
Indiana,,2021-01-31,1.65
Indiana,,2021-02-01,1.65
Indiana,,2021-02-02,1.68
Indiana,,2021-02-03,1.79
Indiana,,2021-02-04,1.92
Indiana,,2021-02-05,2.11
Indiana,,2021-02-06,2.32
Indiana,,2021-02-07,2.32
Indiana,,2021-02-08,2.32
Indiana,,2021-02-09,2.4
Indiana,,2021-02-10,2.63
Indiana,,2021-02-11,2.89
Indiana,,2021-02-12,3.17
Indiana,,2021-02-13,3.98
Indiana,,2021-02-14,4.27
Indiana,,2021-02-16,4.5
Indiana,,2021-02-17,4.66
Indiana,,2021-02-18,4.76
Indiana,,2021-02-19,5.2
Indiana,,2021-02-20,5.54
Indiana,,2021-02-21,5.84
Indiana,,2021-02-22,6.02
Indiana,,2021-02-23,6.06
Indiana,,2021-02-24,6.57
Indiana,,2021-02-25,7.39
Indiana,,2021-02-26,7.77
Indiana,,2021-02-27,8.14
Indiana,,2021-02-28,8.44
Indiana,,2021-03-01,8.65
Indiana,,2021-03-02,8.71
Indiana,,2021-03-03,8.98
Indiana,,2021-03-04,9.3
Indiana,,2021-03-05,9.68
Indiana,,2021-03-06,10.04
Iowa,,2021-01-12,0.19
Iowa,,2021-01-13,0.3
Iowa,,2021-01-15,0.34
Iowa,,2021-01-19,0.4
Iowa,,2021-01-20,0.44
Iowa,,2021-01-21,0.53
Iowa,,2021-01-22,0.71
Iowa,,2021-01-23,0.84
Iowa,,2021-01-24,0.98
Iowa,,2021-01-25,1.02
Iowa,,2021-01-26,1.03
Iowa,,2021-01-27,1.14
Iowa,,2021-01-28,1.28
Iowa,,2021-01-29,1.48
Iowa,,2021-01-30,1.66
Iowa,,2021-01-31,1.85
Iowa,,2021-02-01,1.91
Iowa,,2021-02-02,1.94
Iowa,,2021-02-03,2.04
Iowa,,2021-02-04,2.2
Iowa,,2021-02-05,2.35
Iowa,,2021-02-06,2.56
Iowa,,2021-02-07,2.77
Iowa,,2021-02-08,2.84
Iowa,,2021-02-09,2.87
Iowa,,2021-02-10,3.03
Iowa,,2021-02-11,3.17
Iowa,,2021-02-12,3.32
Iowa,,2021-02-13,3.48
Iowa,,2021-02-14,3.66
Iowa,,2021-02-16,3.8
Iowa,,2021-02-17,3.88
Iowa,,2021-02-18,3.93
Iowa,,2021-02-19,4.28
Iowa,,2021-02-20,4.47
Iowa,,2021-02-21,4.68
Iowa,,2021-02-22,4.77
Iowa,,2021-02-23,4.8
Iowa,,2021-02-24,4.86
Iowa,,2021-02-25,4.93
Iowa,,2021-02-26,5.09
Iowa,,2021-02-27,5.28
Iowa,,2021-02-28,5.57
Iowa,,2021-03-01,5.87
Iowa,,2021-03-02,5.93
Iowa,,2021-03-03,6.14
Iowa,,2021-03-04,6.43
Iowa,,2021-03-05,6.86
Iowa,,2021-03-06,7.94
Kansas,,2021-01-12,0.33
Kansas,,2021-01-13,0.43
Kansas,,2021-01-15,0.46
Kansas,,2021-01-19,0.54
Kansas,,2021-01-20,0.55
Kansas,,2021-01-21,0.6
Kansas,,2021-01-22,0.66
Kansas,,2021-01-23,0.72
Kansas,,2021-01-24,0.78
Kansas,,2021-01-25,0.81
Kansas,,2021-01-26,0.87
Kansas,,2021-01-27,0.91
Kansas,,2021-01-28,1.08
Kansas,,2021-01-29,1.08
Kansas,,2021-01-30,1.26
Kansas,,2021-01-31,1.36
Kansas,,2021-02-01,1.45
Kansas,,2021-02-02,1.52
Kansas,,2021-02-03,1.63
Kansas,,2021-02-04,1.76
Kansas,,2021-02-05,1.88
Kansas,,2021-02-06,2.07
Kansas,,2021-02-07,2.25
Kansas,,2021-02-08,2.35
Kansas,,2021-02-09,2.41
Kansas,,2021-02-10,2.63
Kansas,,2021-02-11,2.81
Kansas,,2021-02-12,2.97
Kansas,,2021-02-13,3.14
Kansas,,2021-02-14,3.41
Kansas,,2021-02-16,3.52
Kansas,,2021-02-17,3.65
Kansas,,2021-02-18,3.87
Kansas,,2021-02-19,4.42
Kansas,,2021-02-20,4.76
Kansas,,2021-02-21,5.09
Kansas,,2021-02-22,5.2
Kansas,,2021-02-23,5.23
Kansas,,2021-02-24,5.46
Kansas,,2021-02-25,5.66
Kansas,,2021-02-26,5.93
Kansas,,2021-02-27,6.34
Kansas,,2021-02-28,6.76
Kansas,,2021-03-01,6.84
Kansas,,2021-03-02,6.99
Kansas,,2021-03-03,7.22
Kansas,,2021-03-04,7.44
Kansas,,2021-03-05,7.72
Kansas,,2021-03-06,8.03
Kentucky,,2021-01-12,0.14
Kentucky,,2021-01-13,0.17
Kentucky,,2021-01-15,0.24
Kentucky,,2021-01-19,0.29
Kentucky,,2021-01-20,0.31
Kentucky,,2021-01-21,0.35
Kentucky,,2021-01-22,0.5
Kentucky,,2021-01-23,0.57
Kentucky,,2021-01-24,0.66
Kentucky,,2021-01-25,0.67
Kentucky,,2021-01-26,0.69
Kentucky,,2021-01-27,0.81
Kentucky,,2021-01-28,0.97
Kentucky,,2021-01-29,1.17
Kentucky,,2021-01-30,1.33
Kentucky,,2021-01-31,1.45
Kentucky,,2021-02-01,1.48
Kentucky,,2021-02-02,1.5
Kentucky,,2021-02-03,1.64
Kentucky,,2021-02-04,1.82
Kentucky,,2021-02-05,2.1
Kentucky,,2021-02-06,2.42
Kentucky,,2021-02-07,2.75
Kentucky,,2021-02-08,2.86
Kentucky,,2021-02-09,2.91
Kentucky,,2021-02-10,3.12
Kentucky,,2021-02-11,3.39
Kentucky,,2021-02-12,3.7
Kentucky,,2021-02-13,3.86
Kentucky,,2021-02-14,4.2
Kentucky,,2021-02-16,4.44
Kentucky,,2021-02-17,4.52
Kentucky,,2021-02-18,4.6
Kentucky,,2021-02-19,5.11
Kentucky,,2021-02-20,5.3
Kentucky,,2021-02-21,5.68
Kentucky,,2021-02-22,5.87
Kentucky,,2021-02-23,6.01
Kentucky,,2021-02-24,6.25
Kentucky,,2021-02-25,6.59
Kentucky,,2021-02-26,6.92
Kentucky,,2021-02-27,7.21
Kentucky,,2021-02-28,7.64
Kentucky,,2021-03-01,7.86
Kentucky,,2021-03-02,7.93
Kentucky,,2021-03-03,8.1
Kentucky,,2021-03-04,8.4
Kentucky,,2021-03-05,8.73
Kentucky,,2021-03-06,9.08
Louisiana,,2021-01-12,0.39
Louisiana,,2021-01-13,0.46
Louisiana,,2021-01-15,0.65
Louisiana,,2021-01-19,0.73
Louisiana,,2021-01-20,0.75
Louisiana,,2021-01-21,0.82
Louisiana,,2021-01-22,0.87
Louisiana,,2021-01-23,0.9
Louisiana,,2021-01-24,0.92
Louisiana,,2021-01-25,0.93
Louisiana,,2021-01-26,0.93
Louisiana,,2021-01-27,1.01
Louisiana,,2021-01-28,1.11
Louisiana,,2021-01-29,1.25
Louisiana,,2021-01-30,1.4
Louisiana,,2021-01-31,1.58
Louisiana,,2021-02-01,1.85
Louisiana,,2021-02-02,2.08
Louisiana,,2021-02-03,2.24
Louisiana,,2021-02-04,2.49
Louisiana,,2021-02-05,2.83
Louisiana,,2021-02-06,3.23
Louisiana,,2021-02-07,3.6
Louisiana,,2021-02-08,3.8
Louisiana,,2021-02-09,3.87
Louisiana,,2021-02-10,4.08
Louisiana,,2021-02-11,4.08
Louisiana,,2021-02-12,4.68
Louisiana,,2021-02-13,5.01
Louisiana,,2021-02-14,5.35
Louisiana,,2021-02-16,5.49
Louisiana,,2021-02-17,5.56
Louisiana,,2021-02-18,5.59
Louisiana,,2021-02-19,6.13
Louisiana,,2021-02-20,6.31
Louisiana,,2021-02-21,6.49
Louisiana,,2021-02-22,6.6
Louisiana,,2021-02-23,6.65
Louisiana,,2021-02-24,6.82
Louisiana,,2021-02-25,7.11
Louisiana,,2021-02-26,7.51
Louisiana,,2021-02-27,7.89
Louisiana,,2021-02-28,8.18
Louisiana,,2021-03-01,8.29
Louisiana,,2021-03-02,8.34
Louisiana,,2021-03-03,8.5
Louisiana,,2021-03-04,8.77
Louisiana,,2021-03-05,9.13
Louisiana,,2021-03-06,9.14
Maine,,2021-01-12,0.34
Maine,,2021-01-13,0.39
Maine,,2021-01-15,0.62
Maine,,2021-01-19,0.74
Maine,,2021-01-20,0.79
Maine,,2021-01-21,0.9
Maine,,2021-01-22,1.11
Maine,,2021-01-23,1.31
Maine,,2021-01-24,1.42
Maine,,2021-01-25,1.48
Maine,,2021-01-26,1.5
Maine,,2021-01-27,1.62
Maine,,2021-01-28,1.85
Maine,,2021-01-29,2.1
Maine,,2021-01-30,2.31
Maine,,2021-01-31,2.46
Maine,,2021-02-01,2.55
Maine,,2021-02-02,2.55
Maine,,2021-02-03,2.55
Maine,,2021-02-04,2.74
Maine,,2021-02-05,2.87
Maine,,2021-02-06,3.04
Maine,,2021-02-07,3.31
Maine,,2021-02-08,3.31
Maine,,2021-02-09,3.55
Maine,,2021-02-10,3.7
Maine,,2021-02-11,3.7
Maine,,2021-02-12,3.7
Maine,,2021-02-13,3.7
Maine,,2021-02-14,3.7
Maine,,2021-02-16,4.78
Maine,,2021-02-17,4.9
Maine,,2021-02-18,4.9
Maine,,2021-02-19,5.64
Maine,,2021-02-20,5.65
Maine,,2021-02-21,5.66
Maine,,2021-02-22,6.73
Maine,,2021-02-23,6.8
Maine,,2021-02-24,7.03
Maine,,2021-02-25,7.03
Maine,,2021-02-26,7.03
Maine,,2021-02-27,7.9
Maine,,2021-02-28,7.91
Maine,,2021-03-01,7.92
Maine,,2021-03-02,7.92
Maine,,2021-03-03,7.92
Maine,,2021-03-04,7.92
Maine,,2021-03-05,9.34
Maine,,2021-03-06,9.84
Marshall Islands,MHL,2021-01-12,0
Marshall Islands,MHL,2021-01-13,0
Marshall Islands,MHL,2021-01-15,0
Marshall Islands,MHL,2021-01-19,0
Marshall Islands,MHL,2021-01-20,0
Marshall Islands,MHL,2021-01-21,0
Marshall Islands,MHL,2021-01-22,0
Marshall Islands,MHL,2021-01-23,0
Marshall Islands,MHL,2021-01-24,0
Marshall Islands,MHL,2021-01-25,0
Marshall Islands,MHL,2021-01-26,0
Marshall Islands,MHL,2021-01-27,0.03
Marshall Islands,MHL,2021-01-28,0.22
Marshall Islands,MHL,2021-01-29,0.4
Marshall Islands,MHL,2021-01-30,0.4
Marshall Islands,MHL,2021-01-31,0.56
Marshall Islands,MHL,2021-02-01,0.56
Marshall Islands,MHL,2021-02-02,0.64
Marshall Islands,MHL,2021-02-03,0.64
Marshall Islands,MHL,2021-02-04,0.74
Marshall Islands,MHL,2021-02-05,0.76
Marshall Islands,MHL,2021-02-06,0.76
Marshall Islands,MHL,2021-02-07,0.78
Marshall Islands,MHL,2021-02-08,0.78
Marshall Islands,MHL,2021-02-09,0.82
Marshall Islands,MHL,2021-02-10,0.84
Marshall Islands,MHL,2021-02-11,0.9
Marshall Islands,MHL,2021-02-12,1.01
Marshall Islands,MHL,2021-02-13,1.02
Marshall Islands,MHL,2021-02-14,1.14
Marshall Islands,MHL,2021-02-16,1.24
Marshall Islands,MHL,2021-02-17,1.25
Marshall Islands,MHL,2021-02-18,1.46
Marshall Islands,MHL,2021-02-19,1.99
Marshall Islands,MHL,2021-02-20,2.08
Marshall Islands,MHL,2021-02-21,2.55
Marshall Islands,MHL,2021-02-22,2.9
Marshall Islands,MHL,2021-02-23,3.16
Marshall Islands,MHL,2021-02-24,3.72
Marshall Islands,MHL,2021-02-25,3.81
Marshall Islands,MHL,2021-02-26,3.88
Marshall Islands,MHL,2021-02-27,3.88
Marshall Islands,MHL,2021-02-28,3.99
Marshall Islands,MHL,2021-03-01,3.99
Marshall Islands,MHL,2021-03-02,4.21
Marshall Islands,MHL,2021-03-03,4.21
Marshall Islands,MHL,2021-03-04,4.57
Marshall Islands,MHL,2021-03-05,4.91
Marshall Islands,MHL,2021-03-06,5.5
Maryland,,2021-01-12,0.11
Maryland,,2021-01-13,0.21
Maryland,,2021-01-15,0.26
Maryland,,2021-01-19,0.36
Maryland,,2021-01-20,0.4
Maryland,,2021-01-21,0.46
Maryland,,2021-01-22,0.51
Maryland,,2021-01-23,0.56
Maryland,,2021-01-24,0.62
Maryland,,2021-01-25,0.65
Maryland,,2021-01-26,0.7
Maryland,,2021-01-27,0.8
Maryland,,2021-01-28,0.93
Maryland,,2021-01-29,1.1
Maryland,,2021-01-30,1.27
Maryland,,2021-01-31,1.37
Maryland,,2021-02-01,1.44
Maryland,,2021-02-02,1.46
Maryland,,2021-02-03,1.51
Maryland,,2021-02-04,1.68
Maryland,,2021-02-05,1.91
Maryland,,2021-02-06,2.15
Maryland,,2021-02-07,2.42
Maryland,,2021-02-08,2.5
Maryland,,2021-02-09,2.56
Maryland,,2021-02-10,2.79
Maryland,,2021-02-11,3
Maryland,,2021-02-12,3.27
Maryland,,2021-02-13,3.52
Maryland,,2021-02-14,3.82
Maryland,,2021-02-16,4.04
Maryland,,2021-02-17,4.2
Maryland,,2021-02-18,4.39
Maryland,,2021-02-19,4.96
Maryland,,2021-02-20,5.3
Maryland,,2021-02-21,5.66
Maryland,,2021-02-22,5.87
Maryland,,2021-02-23,6.06
Maryland,,2021-02-24,6.34
Maryland,,2021-02-25,6.6
Maryland,,2021-02-26,6.99
Maryland,,2021-02-27,7.4
Maryland,,2021-02-28,7.78
Maryland,,2021-03-01,8.04
Maryland,,2021-03-02,8.2
Maryland,,2021-03-03,8.55
Maryland,,2021-03-04,8.82
Maryland,,2021-03-05,9.1
Maryland,,2021-03-06,9.43
Massachusetts,,2021-01-12,0.28
Massachusetts,,2021-01-13,0.36
Massachusetts,,2021-01-15,0.51
Massachusetts,,2021-01-19,0.6
Massachusetts,,2021-01-20,0.61
Massachusetts,,2021-01-21,0.67
Massachusetts,,2021-01-22,0.75
Massachusetts,,2021-01-23,0.84
Massachusetts,,2021-01-24,0.92
Massachusetts,,2021-01-25,0.94
Massachusetts,,2021-01-26,0.95
Massachusetts,,2021-01-27,1.06
Massachusetts,,2021-01-28,1.21
Massachusetts,,2021-01-29,1.4
Massachusetts,,2021-01-30,1.55
Massachusetts,,2021-01-31,1.69
Massachusetts,,2021-02-01,1.78
Massachusetts,,2021-02-02,1.84
